BUS_name,timestamp,measurement,value,unit
SF_1180,2022-02-01T00:00:00,consumedEnergy,46675.0430251073,kWh
SF_1180,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-03-01T00:00:00,consumedEnergy,46653.1002744137,kWh
SF_1180,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-04-01T00:00:00,consumedEnergy,41473.9116696331,kWh
SF_1180,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-05-01T00:00:00,consumedEnergy,25585.0039389983,kWh
SF_1180,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-06-01T00:00:00,consumedEnergy,25020.8811102635,kWh
SF_1180,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-07-01T00:00:00,consumedEnergy,27006.3780483977,kWh
SF_1180,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-08-01T00:00:00,consumedEnergy,36329.4783905819,kWh
SF_1180,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-09-01T00:00:00,consumedEnergy,28311.3184513693,kWh
SF_1180,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-10-01T00:00:00,consumedEnergy,47522.1311729164,kWh
SF_1180,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-11-01T00:00:00,consumedEnergy,49650.2157670495,kWh
SF_1180,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1180,2022-12-01T00:00:00,consumedEnergy,66287.5867498908,kWh
SF_1180,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-01-01T00:00:00,consumedEnergy,49315.3078391736,kWh
SF_1181,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-02-01T00:00:00,consumedEnergy,36436.1777829314,kWh
SF_1181,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-03-01T00:00:00,consumedEnergy,42052.1508850565,kWh
SF_1181,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-04-01T00:00:00,consumedEnergy,42182.8373122607,kWh
SF_1181,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-05-01T00:00:00,consumedEnergy,23507.2396294233,kWh
SF_1181,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-06-01T00:00:00,consumedEnergy,17386.2275495212,kWh
SF_1181,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-07-01T00:00:00,consumedEnergy,21104.4116416029,kWh
SF_1181,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-08-01T00:00:00,consumedEnergy,35115.4147948215,kWh
SF_1181,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-09-01T00:00:00,consumedEnergy,27198.5186440433,kWh
SF_1181,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-10-01T00:00:00,consumedEnergy,40949.8382662845,kWh
SF_1181,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-11-01T00:00:00,consumedEnergy,38029.8611118132,kWh
SF_1181,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1181,2022-12-01T00:00:00,consumedEnergy,48966.0145430681,kWh
SF_1181,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1182,2022-01-01T00:00:00,consumedEnergy,48560.4358262857,kWh
SF_1182,2022-01-01T00:00:00,generatedEnergy,0.127215601532764,kWh
SF_1182,2022-02-01T00:00:00,consumedEnergy,47300.7979300856,kWh
SF_1182,2022-02-01T00:00:00,generatedEnergy,0.112359278809559,kWh
SF_1182,2022-03-01T00:00:00,consumedEnergy,52568.4444218991,kWh
SF_1182,2022-03-01T00:00:00,generatedEnergy,0.115527286824392,kWh
SF_1182,2022-04-01T00:00:00,consumedEnergy,48099.4570204021,kWh
SF_1182,2022-04-01T00:00:00,generatedEnergy,0.114444225687071,kWh
SF_1182,2022-05-01T00:00:00,consumedEnergy,27365.075845134,kWh
SF_1182,2022-05-01T00:00:00,generatedEnergy,0.0542403044223478,kWh
SF_1182,2022-06-01T00:00:00,consumedEnergy,22649.0505518142,kWh
SF_1182,2022-06-01T00:00:00,generatedEnergy,0.0562182681725395,kWh
SF_1182,2022-07-01T00:00:00,consumedEnergy,30784.7940625881,kWh
SF_1182,2022-07-01T00:00:00,generatedEnergy,0.0827185141245609,kWh
SF_1182,2022-08-01T00:00:00,consumedEnergy,35288.3790606,kWh
SF_1182,2022-08-01T00:00:00,generatedEnergy,0.0929296646922432,kWh
SF_1182,2022-09-01T00:00:00,consumedEnergy,30254.0743769487,kWh
SF_1182,2022-09-01T00:00:00,generatedEnergy,0.0737009140431165,kWh
SF_1182,2022-10-01T00:00:00,consumedEnergy,41207.6469903863,kWh
SF_1182,2022-10-01T00:00:00,generatedEnergy,0.101736931862455,kWh
SF_1182,2022-11-01T00:00:00,consumedEnergy,46408.6904570782,kWh
SF_1182,2022-11-01T00:00:00,generatedEnergy,0.123730318890245,kWh
SF_1182,2022-12-01T00:00:00,consumedEnergy,55599.553456778,kWh
SF_1182,2022-12-01T00:00:00,generatedEnergy,0.145178690938707,kWh
SF_1183,2022-01-01T00:00:00,consumedEnergy,47661.6600029794,kWh
SF_1183,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-02-01T00:00:00,consumedEnergy,41304.6584205772,kWh
SF_1183,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-03-01T00:00:00,consumedEnergy,39244.7408700996,kWh
SF_1183,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-04-01T00:00:00,consumedEnergy,36908.9669031213,kWh
SF_1183,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-05-01T00:00:00,consumedEnergy,15981.9838474273,kWh
SF_1183,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-06-01T00:00:00,consumedEnergy,21780.8368185681,kWh
SF_1183,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-07-01T00:00:00,consumedEnergy,26687.4110433593,kWh
SF_1183,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-08-01T00:00:00,consumedEnergy,34353.7702189257,kWh
SF_1183,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-09-01T00:00:00,consumedEnergy,24943.2931140803,kWh
SF_1183,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-10-01T00:00:00,consumedEnergy,37570.5114945476,kWh
SF_1183,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-11-01T00:00:00,consumedEnergy,39984.7374263105,kWh
SF_1183,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1183,2022-12-01T00:00:00,consumedEnergy,46389.4298400035,kWh
SF_1183,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-01-01T00:00:00,consumedEnergy,73693.049576796,kWh
SF_1186,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-02-01T00:00:00,consumedEnergy,65069.7133954818,kWh
SF_1186,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-03-01T00:00:00,consumedEnergy,69492.8817821813,kWh
SF_1186,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-04-01T00:00:00,consumedEnergy,59879.2905801505,kWh
SF_1186,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-05-01T00:00:00,consumedEnergy,28649.990849985,kWh
SF_1186,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-06-01T00:00:00,consumedEnergy,26634.046305912,kWh
SF_1186,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-07-01T00:00:00,consumedEnergy,37261.488030137,kWh
SF_1186,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-08-01T00:00:00,consumedEnergy,55062.231538414,kWh
SF_1186,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-09-01T00:00:00,consumedEnergy,35248.6417167389,kWh
SF_1186,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-10-01T00:00:00,consumedEnergy,60227.3022701047,kWh
SF_1186,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-11-01T00:00:00,consumedEnergy,66463.6004585129,kWh
SF_1186,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1186,2022-12-01T00:00:00,consumedEnergy,77236.9634955858,kWh
SF_1186,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-01-01T00:00:00,consumedEnergy,159997.095856232,kWh
SF_1187,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-02-01T00:00:00,consumedEnergy,147154.363446825,kWh
SF_1187,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-03-01T00:00:00,consumedEnergy,146714.281139159,kWh
SF_1187,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-04-01T00:00:00,consumedEnergy,112591.409959263,kWh
SF_1187,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-05-01T00:00:00,consumedEnergy,78941.0529362873,kWh
SF_1187,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-06-01T00:00:00,consumedEnergy,76329.0632395484,kWh
SF_1187,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-07-01T00:00:00,consumedEnergy,82421.50808534,kWh
SF_1187,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-08-01T00:00:00,consumedEnergy,111253.408364841,kWh
SF_1187,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-09-01T00:00:00,consumedEnergy,91085.5079575502,kWh
SF_1187,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-10-01T00:00:00,consumedEnergy,123068.593524635,kWh
SF_1187,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-11-01T00:00:00,consumedEnergy,123277.38173281,kWh
SF_1187,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1187,2022-12-01T00:00:00,consumedEnergy,136553.833757508,kWh
SF_1187,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-01-01T00:00:00,consumedEnergy,61169.4349494481,kWh
SF_1188,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-02-01T00:00:00,consumedEnergy,52293.959056373,kWh
SF_1188,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-03-01T00:00:00,consumedEnergy,52457.2446299769,kWh
SF_1188,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-04-01T00:00:00,consumedEnergy,48632.9080284929,kWh
SF_1188,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-05-01T00:00:00,consumedEnergy,24328.3528637798,kWh
SF_1188,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-06-01T00:00:00,consumedEnergy,22457.5227237881,kWh
SF_1188,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-07-01T00:00:00,consumedEnergy,26365.6941564086,kWh
SF_1188,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-08-01T00:00:00,consumedEnergy,44644.2267204744,kWh
SF_1188,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-09-01T00:00:00,consumedEnergy,34308.3024076759,kWh
SF_1188,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-10-01T00:00:00,consumedEnergy,48795.0100935501,kWh
SF_1188,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-11-01T00:00:00,consumedEnergy,47159.3307323678,kWh
SF_1188,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1188,2022-12-01T00:00:00,consumedEnergy,64917.6136376645,kWh
SF_1188,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-01-01T00:00:00,consumedEnergy,14031.8074990812,kWh
SF_1197,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-02-01T00:00:00,consumedEnergy,14151.1342633406,kWh
SF_1197,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-03-01T00:00:00,consumedEnergy,14034.1692852832,kWh
SF_1197,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-04-01T00:00:00,consumedEnergy,12989.3635234871,kWh
SF_1197,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-05-01T00:00:00,consumedEnergy,7941.59253635067,kWh
SF_1197,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-06-01T00:00:00,consumedEnergy,6313.07649327847,kWh
SF_1197,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-07-01T00:00:00,consumedEnergy,8986.49696955154,kWh
SF_1197,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-08-01T00:00:00,consumedEnergy,10465.6038639552,kWh
SF_1197,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-09-01T00:00:00,consumedEnergy,8656.57956360937,kWh
SF_1197,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-10-01T00:00:00,consumedEnergy,13580.276425374,kWh
SF_1197,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-11-01T00:00:00,consumedEnergy,13242.7223308036,kWh
SF_1197,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1197,2022-12-01T00:00:00,consumedEnergy,16061.177245885,kWh
SF_1197,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1199,2022-01-01T00:00:00,consumedEnergy,28893.8257132156,kWh
SF_1199,2022-01-01T00:00:00,generatedEnergy,180.817169257434,kWh
SF_1199,2022-02-01T00:00:00,consumedEnergy,22896.1309815927,kWh
SF_1199,2022-02-01T00:00:00,generatedEnergy,173.932129988382,kWh
SF_1199,2022-03-01T00:00:00,consumedEnergy,26257.8316382535,kWh
SF_1199,2022-03-01T00:00:00,generatedEnergy,201.632958855093,kWh
SF_1199,2022-04-01T00:00:00,consumedEnergy,23517.4398525832,kWh
SF_1199,2022-04-01T00:00:00,generatedEnergy,171.884658986347,kWh
SF_1199,2022-05-01T00:00:00,consumedEnergy,14246.6324273916,kWh
SF_1199,2022-05-01T00:00:00,generatedEnergy,107.578402967094,kWh
SF_1199,2022-06-01T00:00:00,consumedEnergy,13422.0018392788,kWh
SF_1199,2022-06-01T00:00:00,generatedEnergy,93.9795688161628,kWh
SF_1199,2022-07-01T00:00:00,consumedEnergy,13524.3711849532,kWh
SF_1199,2022-07-01T00:00:00,generatedEnergy,109.287136146883,kWh
SF_1199,2022-08-01T00:00:00,consumedEnergy,21337.8693581568,kWh
SF_1199,2022-08-01T00:00:00,generatedEnergy,121.957210795515,kWh
SF_1199,2022-09-01T00:00:00,consumedEnergy,16660.9427369218,kWh
SF_1199,2022-09-01T00:00:00,generatedEnergy,122.271998298241,kWh
SF_1199,2022-10-01T00:00:00,consumedEnergy,23776.6295404198,kWh
SF_1199,2022-10-01T00:00:00,generatedEnergy,162.186226236106,kWh
SF_1199,2022-11-01T00:00:00,consumedEnergy,23290.0124059239,kWh
SF_1199,2022-11-01T00:00:00,generatedEnergy,163.390984720184,kWh
SF_1199,2022-12-01T00:00:00,consumedEnergy,27256.3123213092,kWh
SF_1199,2022-12-01T00:00:00,generatedEnergy,227.081554932558,kWh
SF_1201,2022-01-01T00:00:00,consumedEnergy,23293.9395860699,kWh
SF_1201,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-02-01T00:00:00,consumedEnergy,20916.4036698665,kWh
SF_1201,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-03-01T00:00:00,consumedEnergy,23658.0262596765,kWh
SF_1201,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-04-01T00:00:00,consumedEnergy,19687.0705457416,kWh
SF_1201,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-05-01T00:00:00,consumedEnergy,12203.5410944471,kWh
SF_1201,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-06-01T00:00:00,consumedEnergy,9390.25505184064,kWh
SF_1201,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-07-01T00:00:00,consumedEnergy,11257.7181460283,kWh
SF_1201,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-08-01T00:00:00,consumedEnergy,15654.2795293006,kWh
SF_1201,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-09-01T00:00:00,consumedEnergy,15023.2132783088,kWh
SF_1201,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-10-01T00:00:00,consumedEnergy,18461.2360042746,kWh
SF_1201,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-11-01T00:00:00,consumedEnergy,18216.279416847,kWh
SF_1201,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1201,2022-12-01T00:00:00,consumedEnergy,24186.8374175985,kWh
SF_1201,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-01-01T00:00:00,consumedEnergy,96001.3786386545,kWh
SF_1205,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-02-01T00:00:00,consumedEnergy,85955.489667942,kWh
SF_1205,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-03-01T00:00:00,consumedEnergy,77722.2950042965,kWh
SF_1205,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-04-01T00:00:00,consumedEnergy,71791.0162341661,kWh
SF_1205,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-05-01T00:00:00,consumedEnergy,40232.4416531686,kWh
SF_1205,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-06-01T00:00:00,consumedEnergy,33291.826770509,kWh
SF_1205,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-07-01T00:00:00,consumedEnergy,51598.162153481,kWh
SF_1205,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-08-01T00:00:00,consumedEnergy,58683.4674683795,kWh
SF_1205,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-09-01T00:00:00,consumedEnergy,45353.3063485253,kWh
SF_1205,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-10-01T00:00:00,consumedEnergy,80756.2153483357,kWh
SF_1205,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-11-01T00:00:00,consumedEnergy,71756.7689876474,kWh
SF_1205,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1205,2022-12-01T00:00:00,consumedEnergy,102803.231724894,kWh
SF_1205,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-01-01T00:00:00,consumedEnergy,111809.139986155,kWh
SF_1211,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-02-01T00:00:00,consumedEnergy,115734.405712244,kWh
SF_1211,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-03-01T00:00:00,consumedEnergy,107541.538226371,kWh
SF_1211,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-04-01T00:00:00,consumedEnergy,95665.5389131449,kWh
SF_1211,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-05-01T00:00:00,consumedEnergy,61633.4931465408,kWh
SF_1211,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-06-01T00:00:00,consumedEnergy,59662.6237696537,kWh
SF_1211,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-07-01T00:00:00,consumedEnergy,66130.622411898,kWh
SF_1211,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-08-01T00:00:00,consumedEnergy,93673.2435668332,kWh
SF_1211,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-09-01T00:00:00,consumedEnergy,69471.0163299912,kWh
SF_1211,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-10-01T00:00:00,consumedEnergy,105384.273793659,kWh
SF_1211,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-11-01T00:00:00,consumedEnergy,116293.72476914,kWh
SF_1211,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1211,2022-12-01T00:00:00,consumedEnergy,126454.37937437,kWh
SF_1211,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-01-01T00:00:00,consumedEnergy,55587.4269225053,kWh
SF_1212,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-02-01T00:00:00,consumedEnergy,45188.5053972326,kWh
SF_1212,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-03-01T00:00:00,consumedEnergy,58317.8504401283,kWh
SF_1212,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-04-01T00:00:00,consumedEnergy,46093.3457155868,kWh
SF_1212,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-05-01T00:00:00,consumedEnergy,20380.2678485479,kWh
SF_1212,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-06-01T00:00:00,consumedEnergy,25755.8469533881,kWh
SF_1212,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-07-01T00:00:00,consumedEnergy,30364.6180798185,kWh
SF_1212,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-08-01T00:00:00,consumedEnergy,42931.1892496574,kWh
SF_1212,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-09-01T00:00:00,consumedEnergy,33157.4269843862,kWh
SF_1212,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-10-01T00:00:00,consumedEnergy,43113.4181238503,kWh
SF_1212,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-11-01T00:00:00,consumedEnergy,52139.1165072773,kWh
SF_1212,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1212,2022-12-01T00:00:00,consumedEnergy,70328.9877776212,kWh
SF_1212,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-01-01T00:00:00,consumedEnergy,85196.4889107746,kWh
SF_1213,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-02-01T00:00:00,consumedEnergy,72912.3218576902,kWh
SF_1213,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-03-01T00:00:00,consumedEnergy,83442.8873489635,kWh
SF_1213,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-04-01T00:00:00,consumedEnergy,71322.1745433352,kWh
SF_1213,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-05-01T00:00:00,consumedEnergy,40825.6215517705,kWh
SF_1213,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-06-01T00:00:00,consumedEnergy,35128.4071927563,kWh
SF_1213,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-07-01T00:00:00,consumedEnergy,43788.5366467614,kWh
SF_1213,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-08-01T00:00:00,consumedEnergy,62498.1859932158,kWh
SF_1213,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-09-01T00:00:00,consumedEnergy,58585.6105192913,kWh
SF_1213,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-10-01T00:00:00,consumedEnergy,77118.545070242,kWh
SF_1213,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-11-01T00:00:00,consumedEnergy,83158.81228009,kWh
SF_1213,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1213,2022-12-01T00:00:00,consumedEnergy,105277.408085109,kWh
SF_1213,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-01-01T00:00:00,consumedEnergy,55490.4444356255,kWh
SF_1215,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-02-01T00:00:00,consumedEnergy,55494.4674134883,kWh
SF_1215,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-03-01T00:00:00,consumedEnergy,51951.3172274935,kWh
SF_1215,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-04-01T00:00:00,consumedEnergy,51160.578412413,kWh
SF_1215,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-05-01T00:00:00,consumedEnergy,23157.3142530533,kWh
SF_1215,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-06-01T00:00:00,consumedEnergy,25344.2608663509,kWh
SF_1215,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-07-01T00:00:00,consumedEnergy,32584.6522928111,kWh
SF_1215,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-08-01T00:00:00,consumedEnergy,38052.2373316015,kWh
SF_1215,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-09-01T00:00:00,consumedEnergy,36811.1275076914,kWh
SF_1215,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-10-01T00:00:00,consumedEnergy,47050.3375702362,kWh
SF_1215,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-11-01T00:00:00,consumedEnergy,45958.3652861229,kWh
SF_1215,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1215,2022-12-01T00:00:00,consumedEnergy,80516.0974031124,kWh
SF_1215,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-01-01T00:00:00,consumedEnergy,70002.9113482621,kWh
SF_1216,2022-01-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-02-01T00:00:00,consumedEnergy,68093.8430874763,kWh
SF_1216,2022-02-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-03-01T00:00:00,consumedEnergy,67754.4309488002,kWh
SF_1216,2022-03-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-04-01T00:00:00,consumedEnergy,66092.5073664046,kWh
SF_1216,2022-04-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-05-01T00:00:00,consumedEnergy,29682.1271238243,kWh
SF_1216,2022-05-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-06-01T00:00:00,consumedEnergy,28596.5419107533,kWh
SF_1216,2022-06-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-07-01T00:00:00,consumedEnergy,42673.0676102098,kWh
SF_1216,2022-07-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-08-01T00:00:00,consumedEnergy,48012.5490323184,kWh
SF_1216,2022-08-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-09-01T00:00:00,consumedEnergy,42943.5253369666,kWh
SF_1216,2022-09-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-10-01T00:00:00,consumedEnergy,59536.1897053,kWh
SF_1216,2022-10-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-11-01T00:00:00,consumedEnergy,59282.5033099334,kWh
SF_1216,2022-11-01T00:00:00,generatedEnergy,0,kWh
SF_1216,2022-12-01T00:00:00,consumedEnergy,124760.203219751,kWh
SF_1216,2022-12-01T00:00:00,generatedEnergy,0,kWh
SF_1217,2022-01-01T00:00:00,consumedEnergy,552.724389935066,kWh
SF_1217,2022-01-01T00:00:00,generatedEnergy,0.948102059188241,kWh
SF_1217,2022-02-01T00:00:00,consumedEnergy,468.337791013703,kWh
